Paralogue_Pair1,RCC_scA,RCC_scB,Duplication type1,9_Supercluster_Class,36_RCC_Class,scA_RCC-u?,scB_RCC-u?,Morphological Differentiation2,Ka,Ks,Ka/Ks,scA_Orthogroup3,scB_paralogue3,scA_Orthogroup_rank3,scB_Orthogroup_rank3,Pair_Orthogroup_rank,scA_subgenome4,scB_subgenome4
AT5G46620/AT4G17960,AT5G46620,AT4G17960,alpha,3,3,yes,yes,NA,0.188485821,0.479309969,0.393244108,NA,ORTHO005565,NA,3309,3309,B,A
AT5G46760/AT4G17880,AT5G46760,AT4G17880,alpha,2,3,yes,yes,NA,0.196503337,0.913317541,0.215153359,ORTHO001935,ORTHO001935,1471,1471,1471,?,?
AT5G46860/AT4G17730,AT5G46860,AT4G17730,alpha,3,3,yes,yes,Low,0.141359769,0.86008518,0.164355546,ORTHO003404,NA,315,NA,315,?,?
AT5G47050/AT4G17680,AT5G47050,AT4G17680,alpha,3,3,no,no,NA,0.280259949,0.844842236,0.331730514,ORTHO003968,NA,4232,NA,4232,B,A
AT5G47060/AT4G17670,AT5G47060,AT4G17670,alpha,2,3,yes,yes,NA,0.12967532,0.443559857,0.292351343,ORTHO002253,ORTHO002253,120,120,120,?,?
AT5G47070/AT4G17660,AT5G47070,AT4G17660,alpha,3,1,no,no,NA,0.182719865,0.85099757,0.214712558,ORTHO001261,ORTHO001261,300,300,300,?,?
AT5G47110/AT4G17600,AT5G47110,AT4G17600,alpha,3,3,no,no,NA,0.139322926,0.798956901,0.174381028,ORTHO005402,ORTHO005402,653,653,653,?,?
AT5G47190/AT4G17560,AT5G47190,AT4G17560,alpha,2,3,yes,no,NA,0.149704087,0.593968578,0.252040415,ORTHO005818,ORTHO005818,2219,2219,2219,B,A
AT5G47370/AT4G17460,AT5G47370,AT4G17460,alpha,3,3,yes,no,NA,0.118485169,1.48833286,0.079609321,ORTHO002678,NA,256,NA,256,?,?
AT5G47435/AT4G17360,AT5G47435,AT4G17360,alpha,3,3,yes,no,NA,0.080881604,0.738675803,0.109495402,ORTHO004914,ORTHO004914,1150,1150,1150,?,?
AT5G47610/AT4G17245,AT5G47610,AT4G17245,alpha,2,3,no,no,NA,0.337461449,1.19779039,0.281736647,NA,NA,NA,NA,NA,B,A
AT5G47770/AT4G17190,AT5G47770,AT4G17190,alpha,3,3,yes,yes,NA,0.057185258,0.512322634,0.11161962,ORTHO002219,ORTHO002219,2173,2173,2173,?,?
AT5G48180/AT3G07720,AT5G48180,AT3G07720,alpha,3,3,yes,yes,NA,0.369861905,1.670946558,0.221348734,ORTHO008567,ORTHO008567,6134,6134,6134,?,?
AT5G48360/AT3G07540,AT5G48360,AT3G07540,alpha,3,3,no,no,NA,0.363273677,0.712688372,0.50972303,NA,NA,NA,NA,NA,B,A
AT5G48610/AT3G07280,AT5G48610,AT3G07280,alpha,NA,NA,yes,no,NA,NA,NA,NA,ORTHO004441,NA,5428,NA,5428,?,?
AT5G48650/AT3G07250,AT5G48650,AT3G07250,alpha,3,1,no,no,NA,0.896762042,0.844239562,1.062212767,NA,NA,NA,NA,NA,?,?
AT5G48655/AT3G07200,AT5G48655,AT3G07200,alpha,3,3,yes,no,NA,0.318907126,1.05543448,0.302157198,ORTHO004144,NA,2334,NA,2334,?,?
AT5G48900/AT3G07010,AT5G48900,AT3G07010,alpha,3,4,yes,yes,NA,0.079471782,0.915468777,0.086809931,NA,NA,NA,NA,NA,?,?
AT5G49460/AT3G06650,AT5G49460,AT3G06650,alpha,3,3,yes,yes,NA,0.014635503,0.588028905,0.024889088,ORTHO002369,ORTHO002369,2519,2519,2519,?,?
AT5G49720/AT4G24260,AT5G49720,AT4G24260,alpha,3,3,yes,no,NA,0.155168301,0.830879681,0.18675183,ORTHO000688_2,ORTHO000688_2,1174,1174,1174,?,?
AT5G50200/AT4G24720,AT5G50200,AT4G24720,alpha,NA,NA,no,no,NA,NA,NA,NA,ORTHO003133,NA,4321,NA,4321,?,?
AT5G50250/AT4G24770,AT5G50250,AT4G24770,alpha,3,3,no,no,NA,0.18740477,1.089189247,0.172058961,ORTHO002179,ORTHO002179,1198,1198,1198,?,?
AT5G51060/AT4G25090,AT5G51060,AT4G25090,alpha,3,3,no,no,NA,0.169260522,0.962291586,0.175893175,NA,NA,NA,NA,NA,?,?
AT5G51260/AT4G25150,AT5G51260,AT4G25150,alpha,3,3,no,no,NA,0.179635897,0.721681983,0.24891282,ORTHO005173,ORTHO005173,2185,2185,2185,?,?
AT5G51440/AT4G25200,AT5G51440,AT4G25200,alpha,2,3,no,no,NA,0.196310378,1.052873986,0.186451922,ORTHO002185,ORTHO002185,6013,6013,6013,?,?
AT5G51780/AT4G25400,AT5G51780,AT4G25400,alpha,3,3,yes,yes,NA,0.310889512,0.768482808,0.404549729,NA,NA,NA,NA,NA,?,?
AT5G51850/AT4G25430,AT5G51850,AT4G25430,alpha,1,1,no,no,NA,0.593583795,0.75608856,0.785071785,NA,NA,NA,NA,NA,?,?
AT5G52170/AT4G25530,AT5G52170,AT4G25530,alpha,1,1,no,no,NA,0.463719893,0.86013722,0.539123156,NA,NA,NA,NA,NA,?,?
AT5G52310/AT4G25580,AT5G52310,AT4G25580,alpha,3,1,no,no,NA,0.690973307,1.190218754,0.580543119,NA,NA,NA,NA,NA,?,?
AT5G52650/AT4G25740,AT5G52650,AT4G25740,alpha,2,3,yes,yes,NA,0.048983672,0.54586888,0.089735235,ORTHO002658,ORTHO002658,4795,4795,4795,?,?
AT5G53140/AT4G27800,AT5G53140,AT4G27800,alpha,3,3,yes,no,NA,1.013026377,1.201201813,0.843344029,ORTHO004627,ORTHO008958,1183,5695,NA,?,?
AT5G53160/AT4G27920,AT5G53160,AT4G27920,alpha,3,3,yes,no,NA,0.16144801,1.224105272,0.131890625,ORTHO001051,NA,814,NA,814,A,B
AT5G53400/AT4G27890,AT5G53400,AT4G27890,alpha,1,1,yes,no,NA,0.17725175,0.943547294,0.187856773,ORTHO005311,NA,1053,NA,1053,A,B
AT5G53420/AT4G27900,AT5G53420,AT4G27900,alpha,2,3,no,no,NA,0.156248381,0.780292305,0.200243396,ORTHO003452,ORTHO003452,2273,2273,2273,A,B
AT5G53530/AT4G27690,AT5G53530,AT4G27690,alpha,3,3,yes,yes,NA,0.052328783,0.519761304,0.10067849,NA,NA,NA,NA,NA,A,B
AT5G53990/AT4G27560,AT5G53990,AT4G27560,alpha,4,4,no,no,NA,0.224144258,1.112167623,0.201538197,NA,NA,NA,NA,NA,?,?
AT5G54190/AT4G27440,AT5G54190,AT4G27440,alpha,3,3,no,no,NA,0.063771322,0.883773509,0.072157993,ORTHO001482,ORTHO001482,468,468,468,A,B
AT5G54280/AT4G27370,AT5G54280,AT4G27370,alpha,3,3,no,no,NA,0.179659308,0.677478932,0.265188036,NA,NA,NA,NA,NA,A,B
AT5G54370/AT4G27400,AT5G54370,AT4G27400,alpha,3,3,yes,no,NA,0.199820353,1.016181035,0.196638538,NA,NA,NA,NA,NA,A,B
AT5G54490/AT4G27280,AT5G54490,AT4G27280,alpha,3,3,yes,yes,NA,0.109051718,0.949515903,0.114849807,ORTHO003594,ORTHO003594,1550,1550,1550,?,?
AT5G54500/AT4G27270,AT5G54500,AT4G27270,alpha,3,3,yes,yes,NA,0.195846153,0.891806788,0.219606036,NA,ORTHO001871,NA,1472,1472,A,B
AT5G54640/AT4G27230,AT5G54640,AT4G27230,alpha,3,3,yes,yes,NA,0.04262763,0.611785066,0.069677461,ORTHO001324,ORTHO001324,1524,1524,1524,?,?
AT5G54810/AT4G27070,AT5G54810,AT4G27070,alpha,3,3,yes,no,NA,0.042443449,0.742743583,0.057144147,ORTHO001603,ORTHO001603,2364,2364,2364,?,?
AT5G54970/AT4G26960,AT5G54970,AT4G26960,alpha,3,3,no,no,NA,0.375370193,0.881774715,0.425698522,NA,NA,NA,NA,NA,?,?
AT5G55090/AT4G26890,AT5G55090,AT4G26890,alpha,3,3,yes,no,NA,0.247883602,0.699355781,0.354445633,ORTHO000928,ORTHO000928,694,694,694,?,?
AT5G55110/AT4G26880,AT5G55110,AT4G26880,alpha,3,3,no,no,NA,0.240864692,0.871000356,0.276537995,NA,NA,NA,NA,NA,?,?
AT5G55180/AT4G26830,AT5G55180,AT4G26830,alpha,3,3,yes,no,NA,0.163375003,0.802923021,0.203475301,ORTHO001526,ORTHO001526,1027,1027,1027,?,?
AT5G55200/AT4G26780,AT5G55200,AT4G26780,alpha,3,3,yes,no,NA,0.229107102,0.662331145,0.345910205,ORTHO003014,ORTHO003014,1160,1160,1160,A,B
AT5G55400/AT4G26700,AT5G55400,AT4G26700,alpha,3,3,yes,no,NA,0.093837189,0.772458505,0.121478614,ORTHO000274_1,ORTHO000274_1,2804,2804,2804,?,?
AT5G55510/AT4G26670,AT5G55510,AT4G26670,alpha,2,3,yes,yes,NA,0.132683735,0.633490817,0.209448553,ORTHO004153,ORTHO004153,1336,1336,1336,A,B
AT5G55970/AT4G26580,AT5G55970,AT4G26580,alpha,3,3,no,no,NA,0.13467673,0.89504146,0.150469823,ORTHO003960,ORTHO003960,1698,1698,1698,A,B
AT5G55990/AT4G26560,AT5G55990,AT4G26560,alpha,3,3,yes,no,NA,0.259000944,1.120497948,0.231148075,ORTHO002266,NA,766,NA,766,?,?
AT5G56270/AT4G26440,AT5G56270,AT4G26440,alpha,1,1,yes,no,NA,0.299709515,0.821406264,0.364873667,ORTHO003887,NA,337,NA,337,A,B
AT5G56340/AT4G26400,AT5G56340,AT4G26400,alpha,2,3,yes,yes,NA,0.231639316,0.863280679,0.268324453,ORTHO003786,NA,1250,NA,1250,?,?
AT5G56350/AT4G26390,AT5G56350,AT4G26390,alpha,3,3,yes,no,NA,0.049507185,1.213472032,0.040797962,ORTHO000450_1,ORTHO000450_1,1037,1037,1037,?,?
AT5G56420/AT4G26340,AT5G56420,AT4G26340,alpha,3,1,no,no,NA,0.461468228,1.04944436,0.439726245,NA,NA,NA,NA,NA,?,?
AT5G56630/AT4G26270,AT5G56630,AT4G26270,alpha,3,3,yes,no,NA,0.062077301,0.763096345,0.081349231,NA,NA,NA,NA,NA,A,B
AT5G56780/AT4G26170,AT5G56780,AT4G26170,alpha,3,1,no,no,NA,0.569715347,1.027643018,0.554390326,ORTHO008161,NA,7956,NA,7956,?,?
AT5G56870/AT4G26140,AT5G56870,AT4G26140,alpha,3,3,no,no,NA,0.108613426,0.802218564,0.135391314,NA,NA,NA,NA,NA,?,?
AT5G56950/AT4G26110,AT5G56950,AT4G26110,alpha,3,3,yes,yes,NA,0.076761349,0.563119719,0.13631444,ORTHO001484,ORTHO001484,327,327,327,A,B
AT5G56980/AT4G26130,AT5G56980,AT4G26130,alpha,3,3,yes,yes,NA,0.260683473,0.763268135,0.341535905,NA,NA,NA,NA,NA,A,B
AT5G57290/AT4G25890,AT5G57290,AT4G25890,alpha,3,3,yes,yes,NA,0.089273022,0.637334438,0.140072491,ORTHO006152,ORTHO006152,3770,3770,3770,?,?
AT5G57330/AT4G25900,AT5G57330,AT4G25900,alpha,2,4,yes,yes,NA,0.250199898,0.679139834,0.368407043,ORTHO001498,NA,1381,NA,1381,A,B
AT5G57560/AT4G25810,AT5G57560,AT4G25810,alpha,3,3,yes,no,NA,0.11301798,0.998257638,0.113215242,ORTHO000686,ORTHO000686,9122,9122,9122,?,?
AT5G57580/AT4G25800,AT5G57580,AT4G25800,alpha,3,3,yes,no,NA,0.137769773,0.571521794,0.241057776,ORTHO000542,ORTHO000542,905,905,905,A,B
AT5G58380/AT5G07070,AT5G58380,AT5G07070,alpha,3,3,yes,no,NA,0.100297638,1.066601901,0.094034746,NA,NA,NA,NA,NA,?,?
AT5G58640/AT3G47300,AT5G58640,AT3G47300,alpha,3,3,yes,no,NA,0.114129286,0.72915126,0.156523471,ORTHO002964,ORTHO002964,1102,1102,1102,?,?
AT5G58650/AT3G47295,AT5G58650,AT3G47295,alpha,3,3,no,no,NA,0.430370286,0.748264778,0.57515775,NA,NA,NA,NA,NA,?,?
AT5G58660/AT3G47190,AT5G58660,AT3G47190,alpha,1,1,no,no,NA,0.272861173,0.807245433,0.338015134,NA,NA,NA,NA,NA,?,?
AT5G58700/AT3G47220,AT5G58700,AT3G47220,alpha,3,3,yes,no,NA,0.433795149,1.123871367,0.385982918,NA,NA,NA,NA,NA,?,?
AT5G58930/AT3G46990,AT5G58930,AT3G46990,alpha,3,3,no,no,NA,0.214911277,0.731349297,0.293855861,NA,NA,NA,NA,NA,A,B
AT5G58950/AT3G46930,AT5G58950,AT3G46930,alpha,3,3,yes,no,NA,0.246033143,0.633366159,0.388453251,ORTHO001272,ORTHO001272,876,876,876,A,B
AT5G59080/AT3G46880,AT5G59080,AT3G46880,alpha,1,1,no,no,NA,0.396395375,0.518508164,0.764492063,NA,NA,NA,NA,NA,?,?
AT5G59380/AT3G46580,AT5G59380,AT3G46580,alpha,3,3,yes,no,NA,0.398970995,0.657457229,0.606839468,NA,NA,NA,NA,NA,?,?
AT5G59510/AT3G46615,AT5G59510,AT3G46615,alpha,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,?
AT5G59590/AT3G46650,AT5G59590,AT3G46650,alpha,3,3,no,no,NA,0.218470802,0.874500983,0.249823392,NA,NA,NA,NA,NA,?,?
AT5G59780/AT3G46130,AT5G59780,AT3G46130,alpha,1,1,no,no,NA,0.098027993,0.714024432,0.13728941,ORTHO002504,ORTHO002504,781,781,781,A,B
AT5G59790/AT3G46110,AT5G59790,AT3G46110,alpha,3,3,no,no,NA,0.221438173,0.749654277,0.29538706,ORTHO004066,NA,23,NA,23,?,?
AT5G59820/AT3G46070,AT5G59820,AT3G46070,alpha,3,3,yes,no,NA,0.309447985,1.004930886,0.307929619,NA,NA,NA,NA,NA,A,?
AT5G59940/AT3G45840,AT5G59940,AT3G45840,alpha,3,3,no,no,NA,0.442841788,1.013380067,0.436994768,NA,NA,NA,NA,NA,?,?
AT5G59970/AT3G45930,AT5G59970,AT3G45930,alpha,2,3,yes,no,NA,0.004374785,0.690753012,0.006333356,NA,NA,NA,NA,NA,?,B
AT5G60200/AT3G45610,AT5G60200,AT3G45610,alpha,3,3,no,no,NA,0.241486918,0.834283863,0.28945414,NA,NA,NA,NA,NA,?,?
AT5G60680/AT3G45210,AT5G60680,AT3G45210,alpha,3,3,yes,no,NA,0.225918182,0.795066755,0.284149954,ORTHO002475,ORTHO002475,157,157,157,?,?
AT5G61130/AT5G08000,AT5G61130,AT5G08000,alpha,3,3,no,no,NA,0.21253546,0.732703648,0.290070154,ORTHO003965,NA,1853,NA,1853,A,B
AT5G61210/AT5G07880,AT5G61210,AT5G07880,alpha,3,3,yes,no,NA,0.259520726,0.920113986,0.2820528,ORTHO003441,NA,85,NA,85,?,?
AT5G61230/AT5G07840,AT5G61230,AT5G07840,alpha,3,3,yes,no,NA,0.124870866,1.134230922,0.110092983,ORTHO006831,ORTHO006831,4662,4662,4662,?,?
AT5G61570/AT5G07620,AT5G61570,AT5G07620,alpha,3,3,no,no,NA,0.130371097,0.645560972,0.201950091,NA,ORTHO004133,NA,1006,1006,A,B
AT5G61650/AT5G07450,AT5G61650,AT5G07450,alpha,2,3,no,no,NA,0.197442126,0.776584113,0.254244353,NA,NA,NA,NA,NA,?,?
AT5G61790/AT5G07340,AT5G61790,AT5G07340,alpha,3,3,yes,no,NA,0.090007509,0.712129284,0.12639209,ORTHO001797,ORTHO001797,1054,1054,1054,?,?
AT5G61890/AT5G07310,AT5G61890,AT5G07310,alpha,3,3,yes,no,NA,0.185336245,0.678634432,0.273101742,NA,NA,NA,NA,NA,A,B
AT5G62070/AT5G07240,AT5G62070,AT5G07240,alpha,3,3,yes,no,NA,0.216742588,1.038648576,0.2086775,NA,NA,NA,NA,NA,A,B
AT5G62210/AT5G07190,AT5G62210,AT5G07190,alpha,2,3,no,no,NA,0.318117931,0.704388414,0.45162289,NA,NA,NA,NA,NA,?,?
AT5G62430/AT3G47500,AT5G62430,AT3G47500,alpha,2,3,no,no,NA,0.217881361,0.678762491,0.320997939,NA,ORTHO000930,NA,283,283,?,?
AT5G62500/AT3G47690,AT5G62500,AT3G47690,alpha,3,3,yes,yes,Low,0.103665845,0.639166529,0.162189102,ORTHO006198,ORTHO006198,3331,3331,3331,?,?
AT5G62520/AT3G47720,AT5G62520,AT3G47720,alpha,3,3,yes,no,NA,0.354195273,1.028411306,0.344410132,NA,NA,NA,NA,NA,?,?
AT5G62560/AT3G47820,AT5G62560,AT3G47820,alpha,3,3,yes,no,NA,0.155728145,0.71766586,0.216992549,ORTHO004227,ORTHO004227,4231,4231,4231,?,?
AT5G62670/AT3G47950,AT5G62670,AT3G47950,alpha,3,3,no,no,NA,0.026529817,0.667078055,0.039770183,NA,NA,NA,NA,NA,?,?
AT5G62880/AT3G48040,AT5G62880,AT3G48040,alpha,3,3,yes,no,NA,0.055500295,0.551042706,0.100718682,ORTHO004611,ORTHO004611,2609,2609,2609,?,?
AT5G62920/AT3G48100,AT5G62920,AT3G48100,alpha,2,3,yes,yes,NA,0.121308584,0.87466818,0.138690977,NA,NA,NA,NA,NA,?,?
AT5G63130/AT3G48240,AT5G63130,AT3G48240,alpha,3,3,no,no,NA,0.271741774,0.813408046,0.33407805,NA,NA,NA,NA,NA,?,?
AT5G63160/AT3G48360,AT5G63160,AT3G48360,alpha,4,4,no,yes,NA,0.148002617,1.244726215,0.118903752,ORTHO002811,ORTHO002811,2282,2282,2282,?,?
AT5G63190/AT3G48390,AT5G63190,AT3G48390,alpha,3,3,yes,no,NA,0.132605088,0.714698168,0.185539985,ORTHO000888_3,ORTHO000888_3,1062,1062,1062,?,?
AT5G63260/AT3G48440,AT5G63260,AT3G48440,alpha,3,3,yes,no,NA,0.22418733,0.626620004,0.357772379,ORTHO004322,ORTHO004322,1073,1073,1073,?,?
AT5G63270/AT3G48450,AT5G63270,AT3G48450,alpha,3,4,yes,no,NA,0.197006464,0.968129747,0.2034918,NA,NA,NA,NA,NA,?,?
AT5G63350/AT3G48510,AT5G63350,AT3G48510,alpha,2,3,yes,no,NA,0.191871272,0.64657658,0.296749493,NA,NA,NA,NA,NA,?,?
AT5G63470/AT3G48590,AT5G63470,AT3G48590,alpha,2,3,yes,yes,NA,0.078894194,0.639239162,0.1234189,ORTHO005798,ORTHO005798,2025,2025,2025,?,?
AT5G63500/AT3G48660,AT5G63500,AT3G48660,alpha,3,3,yes,no,NA,0.071440047,0.817760834,0.087360563,ORTHO002056,ORTHO002056,3887,3887,3887,?,?
AT5G63570/AT3G48730,AT5G63570,AT3G48730,alpha,3,3,yes,no,NA,0.052845559,0.87809092,0.060182332,ORTHO004428,ORTHO004428,1277,1277,1277,?,?
AT5G64080/AT5G09370,AT5G64080,AT5G09370,alpha,3,3,no,no,NA,0.466752795,1.067255313,0.437339397,ORTHO004625,NA,2072,NA,2072,A,B
AT5G64260/AT5G09440,AT5G64260,AT5G09440,alpha,3,3,yes,no,NA,0.112303172,0.752525955,0.149234948,ORTHO002939,NA,5302,NA,5302,?,?
AT5G64340/AT5G09460,AT5G64340,AT5G09460,alpha,3,3,yes,no,NA,0.272679706,0.700764915,0.389117234,NA,NA,NA,NA,NA,?,?
AT5G64360/AT5G09540,AT5G64360,AT5G09540,alpha,3,3,no,no,NA,0.227908452,0.567534473,0.401576403,NA,NA,NA,NA,NA,?,?
AT5G64390/AT5G09560,AT5G64390,AT5G09560,alpha,1,1,no,no,NA,0.445850372,0.569036254,0.783518394,NA,NA,NA,NA,NA,?,?
AT5G64400/AT5G09570,AT5G64400,AT5G09570,alpha,3,3,yes,no,NA,0.42810119,0.600583384,0.712808915,NA,ORTHO004899,NA,2437,2437,A,B
AT5G64570/AT5G09700,AT5G64570,AT5G09700,alpha,3,3,no,no,NA,0.203316673,0.667669837,0.304516786,NA,NA,NA,NA,NA,?,?
AT5G64660/AT5G09800,AT5G64660,AT5G09800,alpha,2,3,yes,no,NA,0.17379068,0.813484186,0.213637441,ORTHO003094,ORTHO003094,1276,1276,1276,?,?
AT5G64740/AT5G09870,AT5G64740,AT5G09870,alpha,3,3,yes,yes,NA,0.04880681,0.726172019,0.067211086,NA,NA,NA,NA,NA,A,B
AT5G64813/AT5G09910,AT5G64813,AT5G09910,alpha,3,3,yes,no,NA,0.106439472,0.653390866,0.162903214,ORTHO004686,ORTHO004686,1570,1570,1570,?,?
AT5G64840/AT5G09930,AT5G64840,AT5G09930,alpha,3,3,no,no,NA,0.101518583,0.916607402,0.110754706,ORTHO004693,ORTHO004693,2004,2004,2004,?,?
AT5G65020/AT5G10220,AT5G65020,AT5G10220,alpha,3,3,yes,no,NA,0.133051627,0.758127508,0.175500329,ORTHO001271,ORTHO001271,2088,2088,2088,?,?
AT5G65100/AT5G10120,AT5G65100,AT5G10120,alpha,1,1,no,no,NA,0.250966915,0.764766334,0.328161562,NA,NA,NA,NA,NA,?,?
AT5G65140/AT5G10100,AT5G65140,AT5G10100,alpha,3,3,no,no,NA,0.160064549,0.775018488,0.206529975,ORTHO000646,ORTHO000646,98,98,98,?,?
AT5G65160/AT5G10090,AT5G65160,AT5G10090,alpha,3,3,no,no,NA,0.154474453,1.054178188,0.146535429,ORTHO001141,ORTHO001141,248,248,248,?,?
AT5G65207/AT5G10040,AT5G65207,AT5G10040,alpha,3,3,yes,no,NA,0.383119218,0.85426637,0.448477467,NA,NA,NA,NA,NA,A,B
AT5G65210/AT5G10030,AT5G65210,AT5G10030,alpha,2,3,yes,yes,NA,0.072419891,0.990997527,0.073077771,ORTHO002521,ORTHO002521,94,94,94,?,?
AT5G65360/AT5G10390,AT5G65360,AT5G10390,alpha,3,3,yes,no,NA,0.009769473,0.872236749,0.011200483,ORTHO000409_1,ORTHO000409_1,7088,7088,7088,?,?
AT5G65380/AT5G10420,AT5G65380,AT5G10420,alpha,3,3,yes,no,NA,0.179126379,1.301978839,0.1375801,ORTHO000531,ORTHO000531,7078,7078,7078,?,?
AT5G65460/AT5G10470,AT5G65460,AT5G10470,alpha,2,3,no,no,NA,0.094119556,0.536718198,0.175361216,ORTHO003497,ORTHO003497,6922,6922,6922,?,?
AT5G65530/AT5G10520,AT5G65530,AT5G10520,alpha,3,4,no,no,NA,0.122025071,0.846911827,0.14408238,ORTHO003122,ORTHO003122,1064,1064,1064,?,?
AT5G65630/AT5G10550,AT5G65630,AT5G10550,alpha,3,3,yes,yes,NA,0.159391018,0.682956005,0.23338402,ORTHO002697,ORTHO002697,1691,1691,1691,?,?
AT5G65640/AT5G10570,AT5G65640,AT5G10570,alpha,1,1,yes,no,NA,0.19201683,0.9299822,0.206473662,ORTHO001630,NA,113,NA,113,A,B
AT5G65700/AT3G49670,AT5G65700,AT3G49670,alpha,2,3,no,no,No,0.085330552,0.937601507,0.091009401,NA,NA,NA,NA,NA,A,B
AT5G65800/AT3G49700,AT5G65800,AT3G49700,alpha,3,1,no,no,NA,0.050125007,0.931042165,0.053837527,NA,NA,NA,NA,NA,?,?
AT5G65925/AT3G49820,AT5G65925,AT3G49820,alpha,3,3,no,no,NA,0.347083841,0.906964631,0.382687295,NA,NA,NA,NA,NA,?,?
AT5G66310/AT3G51150,AT5G66310,AT3G51150,alpha,3,3,yes,no,NA,0.201583867,0.591015376,0.34108058,NA,NA,NA,NA,NA,?,?
AT5G66320/AT3G51080,AT5G66320,AT3G51080,alpha,3,3,no,no,NA,0.30700787,1.152444776,0.266397034,NA,NA,NA,NA,NA,?,?
AT5G66390/AT3G50990,AT5G66390,AT3G50990,alpha,3,1,no,no,NA,0.212782298,0.864273932,0.24619775,ORTHO001093,NA,1824,NA,1824,?,?
AT5G66560/AT3G50840,AT5G66560,AT3G50840,alpha,3,3,no,no,NA,0.181403081,0.886345283,0.204664124,NA,NA,NA,NA,NA,?,?
AT5G66570/AT3G50820,AT5G66570,AT3G50820,alpha,3,3,no,no,Low,0.0486502,0.904840114,0.053766626,ORTHO002701,ORTHO002701,322,322,322,?,?
AT5G66690/AT3G50740,AT5G66690,AT3G50740,alpha,3,3,yes,no,NA,0.208981427,0.948193186,0.220399629,NA,NA,NA,NA,NA,?,?
AT5G66730/AT3G50700,AT5G66730,AT3G50700,alpha,3,3,no,no,NA,0.164186945,0.841104905,0.195203885,ORTHO002090,ORTHO002090,862,862,862,?,?
AT5G66870/AT3G50510,AT5G66870,AT3G50510,alpha,1,1,no,no,NA,0.647718846,1.025669696,0.631508222,ORTHO003720,NA,5529,NA,5529,?,?
AT5G67080/AT3G50310,AT5G67080,AT3G50310,alpha,3,3,no,no,NA,0.147726534,0.812937325,0.181719463,NA,NA,NA,NA,NA,?,?
AT5G67150/AT3G50270,AT5G67150,AT3G50270,alpha,3,1,no,no,NA,0.304345501,1.256995769,0.242121341,NA,NA,NA,NA,NA,?,?
AT5G67190/AT3G50260,AT5G67190,AT3G50260,alpha,3,3,yes,no,NA,0.133286738,1.151611689,0.115739306,NA,ORTHO002490,NA,2298,2298,?,?
AT5G67210/AT3G50220,AT5G67210,AT3G50220,alpha,3,3,no,no,NA,0.086939327,0.751589066,0.115674017,ORTHO002088,ORTHO002088,251,251,251,?,?
AT5G67240/AT3G50090,AT5G67240,AT3G50090,alpha,1,1,no,no,NA,0.404971663,0.412891344,0.980818972,ORTHO004901,NA,6272,NA,6272,?,?
AT5G67260/AT3G50070,AT5G67260,AT3G50070,alpha,3,3,yes,no,No,0.214313529,0.787050174,0.272299704,ORTHO005439,NA,618,NA,618,?,?
AT5G67300/AT3G50060,AT5G67300,AT3G50060,alpha,3,3,yes,yes,NA,0.242342001,1.266232565,0.191388223,ORTHO002359,NA,1237,NA,1237,?,?
AT5G67500/AT3G49920,AT5G67500,AT3G49920,alpha,3,3,yes,no,NA,0.213302324,0.717655121,0.29722121,ORTHO005947,NA,512,NA,512,?,?
AT5G67560/AT3G49860,AT5G67560,AT3G49860,alpha,3,3,yes,no,NA,0.12854169,0.526050242,0.244352496,ORTHO003202,NA,2712,NA,2712,?,?
AT5G67580/AT3G49850,AT5G67580,AT3G49850,alpha,2,3,yes,yes,NA,0.190095547,0.665390116,0.285690368,NA,NA,NA,NA,NA,?,?
AT5G67610/AT3G49840,AT5G67610,AT3G49840,alpha,3,3,yes,no,NA,0.333374867,0.771037037,0.432372054,NA,NA,NA,NA,NA,?,?
AT5G67630/AT3G49830,AT5G67630,AT3G49830,alpha,3,3,no,no,NA,0.099980451,0.925720048,0.108002901,ORTHO007087,ORTHO007087,3814,3814,3814,?,?
AT1G01030/AT2G46870,AT1G01030,AT2G46870,beta,1,1,no,no,NA,0.421758735,1.238949694,0.340416352,NA,ORTHO001264,NA,194,194,?,?
AT1G01050/AT2G46860,AT1G01050,AT2G46860,beta,3,3,yes,no,NA,0.078693549,1.661609629,0.04735983,ORTHO001961,ORTHO001961,141,141,141,B,?
AT1G01060/AT2G46830,AT1G01060,AT2G46830,beta,2,2,no,no,NA,0.521813772,1.653184692,0.315641546,ORTHO003856,NA,2229,NA,2229,?,?
AT1G01060/AT2G46830,AT1G01060,AT2G46830,beta,2,2,no,no,NA,0.521813772,1.653184692,0.315641546,ORTHO003856,NA,2229,NA,2229,?,?
AT1G01120/AT2G46720,AT1G01120,AT2G46720,beta,3,3,no,no,NA,0.30757099,1.447296425,0.212514164,NA,NA,NA,NA,NA,?,?
AT1G01240/AT2G46550,AT1G01240,AT2G46550,beta,2,3,yes,yes,NA,0.519338646,1.121015742,0.46327507,NA,ORTHO003951,NA,436,436,?,?
AT1G01300/AT3G61820,AT1G01300,AT3G61820,beta,2,3,yes,yes,NA,0.244048268,1.662481997,0.14679754,ORTHO003225,ORTHO003225,3025,3025,3025,?,?
AT1G01340/AT2G46430,AT1G01340,AT2G46430,beta,3,3,no,no,NA,0.271269163,1.793498952,0.151251364,NA,NA,NA,NA,NA,?,?
